,review_id,user_id,business_id,stars,useful,funny,cool,text,date
215,PhN14AYrE5NgFKS3U8BZ1w,lluNN1aQlFN7NQQ2BxFBUQ,AtD6B83S4Mbmq0t7iDnUVA,5,6,5,5,"""River, we see that you haven't Yelped in a while, what the one place that you want everyone to know about?"" This. Is. It. 

Everyone has that one vegetarian friend, right? They're always there on your tail making it so you and your friends can't get your McRib on at the local McD's and you have to make sure to reiterate her order with ""NO BEEEEEF, SUB BEANNNNNS"" at TB. Geez.. But there's no need to fear, Veggie House is here! 

I've tried a variety of dishes here and I've yet to be disappointed; Pan-Fried Noodles, Mongolian Beef, Wonton Soup, Beef Ramen, Sweet and Soup Chicken, Jasmine tea, BUN ROLL!! You need to order a fried bun roll.. Thank me later.

This place is vegan/vegetarian and they serve no meat.. What? Yes. I tell my bestie every single time that they should put quotes around all their meat products so people don't get so darn confused. Their meat, it's not real- but trust me, it's a good thing. Especially when it just hits the table, it'll have you scratching your head. Once it cools, the ""meat"" starts to get a bit of texture, but it still pretty great. If you have the thing and you can't do textures, you're probably safer sticking to something with veggies instead.

All the food I've had here has been really great, even if the service is a little shoddy. Don't let that deter you. 

Get the bun roll.

I'm serious.",1/18/2015 18:39
216,Y8CXTTc4YB3ntCoQ4is08Q,o0E4f4eLiI5d4Db6Mm3-Uw,eUuKXhloFVHdQsLdodcLbw,5,0,0,0,"Awesome, awesome, awesome! Food was great and potion size was more then enough. Service and helpfulness was as well a pulse from Jo. Great place will defiantly will be going back! Did I mention inexpensive as well.",11/18/2015 19:12
220,wHrbQBt0eSaQl0T3xjGhww,TTemlnsYaGzVKwt0lFFsiA,nJcyfIRGbI31EGLzillWYg,5,0,0,0,"I enjoy coming here several times a week to eat, drink, party and sing karaoke. The managers John and Jose are great and the staff are attentive and fast. Food is good but to some it might seem a  ""little"" pricey but pricing is standard and to be expected of any place on the Las Vegas strip so hotel guests need to take advantage of any deals/specials.  The sound system is awesome. The amount of Vince Neil memorabilia is amazing and he is at the restaurant on occasion like his birthday this past February.",3/23/2018 17:23
221,CX77JmILKKFTe5DLl8hHLA,nHc2XXcOLpeUH_mkgUeWDQ,XhUec_6-kgPy1_ZYUrzvPQ,5,0,0,0,"My wife and I went there last night to celebrate my birthday. It was our first time there so we were very excited to try another dining spot at the M resort. We arrived at our reservation time and the hostess was very nice and polite and showed us to our table which was in the back of the main dining room, which was perfect because it was away from all of the action and private.

Our server Dave and his team were on point from the start. They got us everything that we ever could want and or needed. They were very friendly and amazing and made us feel like we were their only guests of the evening.

The food was amazing and the portion sizes were impressive. When Dave said that most people order one vegetable and one starch for the table he didn't lie. The side dishes were impressive.

Starters

Beef Carpaccio - 4.5 Stars - Only complaint was too much Mache Salad
Lobster Bisque - 5 Stars - Nice Lobster Flavor - Not Fishy at all
Seafood Louie Salad - 5 Stars - Seafood Cooked Perfectly, Perfectly Seasoned

Entrees & Sides

Bone In Filet - 4.5 Stars - Needed more seasoning before hitting the grill
Australian Lobster Tail - 5 Stars - Cooked and Seasoned Perfectly
Mac N Cheese - 4 Stars - Just Needed a Little more Seasoning
Creamed Corn - 5 Stars - Best Creamed Corn Ever
Tater Tots - 5 Stars - Crispy & Full of Flavor

Desserts

Peanut Butter Pie - 5 Stars - Perfect Way to End Dinner
Chocolate Souffle - 5 Stars - Light, Airy and Full of Flavor

At the end of the day  we had an amazing time and the restaurant exceeded all of our expectations. We will be back again soon.",11/12/2014 18:09
224,F6tv34H54lDGMUgF55hfTA,Pls6uO-ojX9JdnsYVCLFKw,EYOPM91BM039rYuAjgZbkg,5,0,0,0,"Musicals suck, except this one!! Puns, fun, songs and a gun. Fake (?) blood, masks that look like bone, make sure you sit in the splatter zone. ""Candarian Deamons"" was my favorite number, they couldn't have made this show much funner! If you like the evil dead movies, check this out, it's truley groovy!

GO SEE IT",9/30/2016 21:13
226,j1fyEVmCMtImN3xXZbXnHw,HHAb1Wp2jYvdnz-lslgaQw,k-drEjxKmfqllwfY90STfA,5,2,3,0,"Holy ""Made fresh at your table"" Guacamole!!!  My heart skips a beat just thinking about it.  Tex-Mex fine dining... at it's finest.
Also an important note:  One of my top five places to drink a house margarita.",5/14/2010 15:00
228,EqkT4qw4acnPDE0Ml8Dfog,Xg98DhTV0z4yNiC4LChDtQ,7z2x16M7IuG8KPfMsyVrKA,5,0,0,0,First time visit and it was truly amazing. Every single plate was wonderful. Great service as well. We will definitely be back and will spread the word. Awesome addition to the Pittsburgh food scene.,1/30/2016 5:50
229,nfJjuoFzIWmVxQWG9avXPQ,rpqu9tBIzRcnqiKqaYEBDA,_gSAOo5E2YLVwOTthI56yw,5,2,0,0,"Had a Blast! The entire crew at Extreme AZ was extremely nice they set us up, showed us a few things, gave us a map and sent us on our way! 3.5 hours and 50 miles later we were beat! So worth it!",7/25/2016 12:36
233,cOhWyA14jQyzwneJbDxrzA,FlkxSPplbkEOSJ-cvGomBg,UDE4VL0k8Zrko7RkJ4agGQ,5,0,0,0,"Fantastic friendly service. Very authentic flavor come thru their food. This is a great chines restaurant on the NW/N side (centenial hills). The egg flour and bean curd soups are freshly made with obvious care, not in bulk and sitting in the kitchen for hours!",3/15/2018 21:09
235,zNlZi2QVkzFFiuFtqZ4HbQ,kTz1vf_yrcmTPdWta9QIpQ,RNi6tW22UMgHwWLAb0mYdA,5,1,0,0,"On March 15th my husband & I decided to celebrate his retirement at Lawry's Prime Rib. We had made reservations for a busy Friday night but due to circumstances out of our control - we called & let them know that we were running a half an hour late! Well Ms. Carolynn Stevenson greeted us as we again apologized for our tardiness. She immediately put us at ease, told us she would get us seated as soon as possible, and show us to the bar. We waited maybe ten minutes when we were called and seated! Our server turned out to be - in our opinion - the BEST - Mun Froilan!!!!!! If you want the most awesome dining experience then ask for him when you make your reservation!!! It is a must! He makes you feel as if you are the one and only guests he has to please and take care of and everything he did he seemed to truly enjoy! The restaurant's décor is a 1930's-40's era which I love since the staff's attire also reflects that time period. You start off with the artisan bread (OMG - SO SO DELISH) and their famous spinning salad. The prime rib just melts in your mouth! The cuts we had were good size - Mun made sure of that! - and I had the mashed potatoes and creamed spinach which was so fabulous. The dessert cart that he wheeled out looked amazing but we couldn't fit another morsel of food in our mouths! Highly recommend this GREAT restaurant!",4/10/2013 18:48
236,Qr9LGSix6ORlKY5msXQeGA,iX1IIVWt5__u7ykkczLsRA,759faMgpYDW-00vxd-In3A,5,2,0,0,"If you haven't tried mackerel, this is the place to be!

Very comfy, never excessively loud. Environment is pleasant for you to sit down and enjoy good food. Also note, everything has been cleaned 

Don't judge the book by it's cover, this restaurant appears to be small from the outside but opens up a heck more as you go further. You will find large televisions hung on the walls frequently broadcasting Korean music videos rather sports or weather forecast is nice for a change.

Song's is definitely at the top of my list for Mississauga's east-end Korean food. 

Their pork bone soup & grilled mackerel are an absolute MUST! 

Service is quick and staff is very polite. 
10/10 very well done guys!",10/8/2015 3:32
237,Mnb1SWHsGmwFLz80xRXBbg,dhMblY6CDf6GQeOJSKiHPA,VMr8sgoQOW0fo0qVJENajA,5,0,0,0,Nice atmosphere.  Excellent Thai curry and interesting other entrees. My wife got the small portion which she brought home leftovers while I got the larger portion and didn't have any leftover,4/7/2017 23:31
241,fV8tPnHLts18978amquDTw,THXlQWxQvf0lb4hLK8K1iw,1NcuAhU5N96oY6F-iIioSw,5,0,0,0,Very good company to go with for attic insulation. I called to make an appointment and they were able to come out and do the job within the hour that same day. Brought my insulation up to code at a very reasonable price! The two guys that came out were very friendly and courteous.,1/14/2017 21:41
242,DeCqyyvlq9Y-6_lRc0zBag,Butq-0nTDYKFtSlpjmud3g,XTtNTWH_Nqv27RC7OtS7dQ,5,2,0,1,"So i came here for dinner. The service was outstanding and top notch. The food portions are very small but it is a high end type of restaurant. 

We started with a arugula salad: very fresh and delicious. Next i had some kind of bread with pork belly avocado and a few other things on top. It was awesome i never had something like that before. We drank moscow miles with everything! Easily one of the best mules i've ever had but it wasn't too strong. 

Next we had salmon which was hot and crispy omg he outside. The dip it came with was good too. Last we have a small piece of steak: very well cooked and crispy on the outside. i love when the food comes burning hot it's really so important! 

Last i had the banana bread pudding and signature pot dessert. Both were UHHHAMAAZZZINNG! Check out my awesome pics!",3/15/2017 3:23
247,tIIdt06cSPmn7RVPPpAbIg,HmWd_szFZbzOJNbvrDI4DA,HmsCerK_rub0Ulo0aC0f9A,5,0,0,0,I absolutely LOVE Hanabi! I've had excellent service every visit and the quality has remained top notch. Unlike some other locations I've never had rude servers nor have I been neglected service when busy. The owner has gone out of his way to ensure my food was well prepared and I was properly attended to. Highly recommend!,10/13/2016 22:45
250,rVXxQkidfjP1eBFGiHFG8A,52MlnjkvSLLqKKSRrbrH0w,g0yeRwvJmdd-XrH9lye0ww,5,1,0,0,"This is a very cozy and cute australian cafe where the owner serves toasts with vegemite (YUM!) and flat whites and a whole assortment of other deliciousness!
The atmosphere is very relaxed and quiet. 
The owner is ready to tell you about his experience of living in Australia and other great stories. 
Definitely love this place!",11/21/2016 21:30
252,F_tDOL6UKsbVcv8qcvmXAQ,UIJMQU0TSEeOf4ntpTzu1w,#NAME?,5,0,0,0,For father's day me n my sister's took our das  he was amazed of how big the serving wore.  the service was very nice n up beat and positive. Great job,7/3/2016 17:48
253,KOZgFxzMJi_Qk5Y9gIOngw,BwwqlPVsJk1dbUyNwCWB7Q,28adZ4lsuUeVB2aWzohK9g,5,0,0,0,"Amazing place! My co-workers and I went here on. Saturday to celebrate a postpartum baby shower. I showed up late so didn't end up ordering food but i tried my friend's food.

The Nachos were delicious! Served in a baking pan with sour cream and salsa on the side; and even though it was basic nachos (veggies and cheese), it was probably the best I had - they didn't try to mess up a good thing by adding extra toppings. Huge portion too! 

The drinks were so affordable! Hooch hour starts after 10pm so all shots were 2$ each and 5$ bar rails! I like the fact that the end of the restaurant turns into a dance floor after maybe 11pm if memory serves me right and they played awesome music the night I was there. 

The best thing about this place, in my opinion, is that there's a mini bar attached to the dance floor with the main bar being so close and is the centre of the restaurant. Would highly recommend this place if you're not into the club scene but want to go to a place with good food and great music",11/6/2017 22:08
257,g5qZY-XWfMDfLtHv9Zo3kA,4dIxMP5--LX1X0i3s3PIAA,58h2EhvN3iJ4jeu95N5YzA,5,2,0,0,"Beautiful, tranquil, warm and inviting. A favourite escape in the city. I hope it continues to be as cultivated as it has been for the last three years of my frequent visits.",11/18/2015 19:03
258,Ht9XnvqbF3bnbCyd11fEMg,_JjBRV8pTAMV-tp6hebfEw,RNi6tW22UMgHwWLAb0mYdA,5,1,0,1,"Okay so this place rocks.

You cannot go here without getting tyhe Prime Rib, it is amazing. The stick some mash potatoes and Yorkshire Pudding and I am in ex pat heaven. My one tiny tiny gripe is give everyone the yorkshire puddings in one piece so you can pour the gravy in and have a delicious bowl. That is how it is done, none of this cutting the yorkies into pieces business. 

The decor was semi fancy and the service was brilliant. Our servers all had a sense of humour, which you need when faced with a group of 15 guys out for shenanigans.

This place is a must when you visit Vegas.",5/19/2009 17:17
259,ObO1y1Ffs6f3JtSSGA0rWQ,Hc2tC2TDMD1wDjp8aCq7jA,CK-Gv3vqIlWOrKP4fhT8_g,5,0,0,0,"This is probably my favorite bar in Pittsburgh.  The pizza is solid, the hot dogs are great, and the beer cave...mmmm.  My only complaint is that they haven't opened another one on the other side of town!",1/8/2010 14:20
262,if5oKprsFpR_nYPSfo5qyw,WuXKh29BZhw1Tix_oUk2vg,lu6IAy3HQaQytbKIAPh2EA,5,0,0,0,"Nice Family restaurant, long wait time for food but really delicious. Appetizers doesn't stand out much, but definitely order pastas.",5/19/2018 0:12
266,wbUynQgnHtNwsWDJS9CHPg,cm6ctpCg3JKUUqV95YCwjw,Ok9vikKusbG_Ue9pJf6s3Q,5,0,0,2,"que restaurante tan padre
we had tacos al pastor
tacos rosarito
chicharrón de queso
and a quesadilla de hongos
which was really a sincronizada
all was excellent 
great ambiance and good service
good mezcal
the only thing i did not like was my cocktail 
it was not terrible but it was not great so i moved on to straight liquor
oh good music playing as well",12/4/2016 1:57
274,QCxjgQ3Twcca9512-toBJA,o6pljmlor3DJqUMiqvS67A,ZjKpGYdQCQPxzkYWAsV56w,5,0,0,0,If I could give this restaurant more than 5 stars I would. We always start with their wontons which are some of the best I've ever had and then get the red curry. The food tastes amazing and you can tell the vegetables are fresh. We have also had their BBQ chicken which is reminds me more of a curry chicken but is good nonetheless.,1/21/2018 7:32
276,maVwPKGzHyX0tkKKlmjxpg,kTi96LP1DxwlFTe9jqkayQ,j9bWpCRwpDVfwVT_V85qeA,5,0,0,0,"I'm reviewing it on the basis of take-out.  I love their yellow curry.  I've actually only ever ordered take-out, but have ordered 5 or 6 times now.  Every once in a while I get a hankering for it and have yet to be disappointed.  

I can agree with the other reviews that the decor is not the fanciest...it could use some updating.  In fact, I probably would not take my wife here to try Thai for her first time, simply because experience is important.  However, the food is good and that's what keeps me coming back.  I'm a fan.",12/17/2014 19:02
278,HJLrpu2SWMX41EiFyj1W_g,IaP8g--mvs6lHPiT-13qDw,R6CvJZFu1OetERB8i2ctCw,5,0,0,0,Huge selection.  Friendly SUPER helpful (and funny) sales woman.  As a plus size woman I am used to having maybe one rack of clothing to look through.  But not here!  I spent at least an hour looking around at all the fantastic modern and vintage tops and dresses.  I will be going back.  There IS a market for plus size women and I'm delighted that this place exists.,3/4/2015 19:33
279,EFvjRonQ52Zv8Q-KzaP4tA,9eQIGbBCrTfmedDFYQC98Q,hqKhAY4IJLj_7fmIpRy6Hg,5,0,0,1,"Excellent service from the cute blonde bartender Lindsay, cheap beer, good music and pool tables.  Oh, and the cleanest bathrooms I've ever seen at a dive.  Definitely be coming back",3/3/2017 20:41
280,bxr9BenGPjTqH-AfTgzhPw,kDGhswMrYIOaFJAViW_nCA,6zry3kyGHiplbQ4rdqxbaQ,5,10,8,8,"Wow. Difficult is not the word I would use to explain Turtlehead Peak. How about ""extremelystrenuousandrewarding""

6 hours round trip, 2 liters of water, holes in my shoe, change in headband, backpack tan, sunglass tan, burnt arms, sore legs, and dirt all over my body was the result of my trip at Turtlehead Peak.Making it to the top of Turtlehead Peak I was rewarded with a really nice cool breeze, an ammo box holding a signature book, and one of the best views I have ever seen in my life. Worth it? Yes. Would I do it again? Probably not. 

Would not recommend for something looking for a nice stroll in nature or a quick hike (less than 4 hours). 

What I learned from my experience and mistakes is that you should have the following items with you:

1. Excess water (better to have more than less in this case)
2. Sunblock
3. Hiking shoes or comfortable shoes that you don't mind destroying.
4. FOOD! ( I really lacked on this one, I ate prior to the hike, but all that uphill really took a toll on my energy. I appreciate the kindness of whoever left a Clifbar inside the ammo box holding the signature book. Don't think I would of made it down without one)
5. A companion
6. A map or GPS device.
7. Focus
8. Patience

P.S. Don't get off the trail like my group did within the first 15 minutes. There are trail markers for you that will make the trip a lot less strenuous and more enjoyable. 

P.S.S. The first part of going down can be dangerous and it is easy to slip, so be careful!",5/27/2011 7:18
282,#NAME?,CWenIpiWVvcBJPXFR5A6OQ,oS96aJIHFWcFAlGHKKXjaw,5,5,2,3,"So happy to have found a little piece of France in Pittsburgh! As a francophile and food-lover, i was excited to try this place out. It exceeded my expectations. The little shop mirrored the boulangeries in France. I ate the sandwich La Campagnard, which was a simple turkey sandwich on a baguette. Its simplicity, freshness, and texture made for an amazing gastronomic experience. I also sampled the Pistachio macaron which was reasonably priced and very good as well. Of course, i had to get a Baguette Tradition, which had an intoxicating smell and had the perfect consistency of crunchy and fluffy on the inside. 
Will definitely go back soon, and i suggest anyone who is visiting Pittsburgh must go here. 
The only downside was that there were only a couple of tables, and with the line forming into the street, not everyone could sit. Luckily, there is a park across the street.",4/19/2014 17:37
283,kc76fe_d5AiMZGYW3T-6Vg,itnyIJv8rde63s9ddP_gfQ,hBJ0SZwpCX5fvJPyxFy83Q,5,0,0,0,"This restaurant has the best Thai food I've ever had. That's it. Oh, and the people are really nice too.",2/5/2014 18:02
284,U41FD_8A4Ftx2r0HpNP0bQ,GtAnNpuu4rVFEyBhv8k8Ww,hihud--QRriCYZw1zZvW4g,5,0,0,0,"Food is FRESH, great service and the cost is very affordable. They have a great selection of items to choose from. We have 3 kids and as you know, kids can be picky eaters. Because they have such a good variety there is something for everyone....even the most picky eaters. All and all, I highly recommend this Dining establishment. Dave Sac CA",11/9/2016 21:23
285,WS_mXlnC4IY6lCqYfsnKJw,oODWez7la4yPs3uiw1mj9Q,ms7cmWkPiSBDTnz-1sv2kQ,5,0,0,0,"I had a two hour time break to kill in between meetings and stopped by TiCoz. I've been here many times, but I had the best customer service experience I've ever had. Not only was it Taco Tuesday, so I had my choice of delicious Tacos, but my server was attentive, but not overbearing. The perfect restaurant experience and food to die for.",6/11/2014 14:49
286,IcDCmZcWjwG7yVbHkOIdgQ,HsHuPVBMDahL8CJm6_X63A,NFm869_w6cvVaWaNpAzjeA,5,0,0,1,"One of my friends was in from out of town so I brought her here.  Everything we had was delicious and the wait wasn't bad at all, we must have come in before the dinner rush.  We ended up trying the fried brussles sprouts, which were delicious. The Saganaki on the menu says it is flamed, but either the girl forgot, or they just don't truely flame it, so was kind of disappointed.  The Fried meatballs which were divine.  And the yellowtail Hamachi melted in my mouth. 

The drinks were very tasty as well, they had a granny smith apple cocktail that could be dangerous, as you couldn't taste the alcohol in it, so we ordered two. ;)

In all, loved this place, will definately go back again.",10/11/2014 15:10
287,aeW3GuhGIEFaTNO2bour6Q,zrBaYQq3OXRhRSahbXTrTw,DXTwwxAtxw_KV1sQjKCQJQ,5,0,0,0,I always bring my jewelry and rosaries in for repair here and they are the best!! Sal and Forrest are Great!!,4/27/2018 22:46
289,SEs6ULw_3HPcnFs0g4ZsYw,Yxf8BEKQUUJ4IdSgq56sWw,xfzDtGxx6B4a27RAyah69w,5,0,0,0,I loved this place. We stumbled on it because we were staying in a nearby hotel. I told my daughter about it as she was staying in the same hotel. She ate at Sushi 21 twice during our trip.  I would definitely eat there again and would recommend it.,9/24/2015 2:54
291,OUJqG_MyUzX_fN86mv6nbw,vf2ZkqTJNAjA844Kowf1ww,7PRse3yCQbEprAj1DWrEQQ,5,0,0,0,This place is a real gem. We dined here once and the food was delicious. Especially the scallops. Very romantic and cozy. Highly recommended.,1/8/2011 23:07
293,RWmT90rP7wYo57dG1cyvww,n3ahpmnEXsZYj3nbVMoUmg,Zja7ykq3icDzkN20XX6j1w,5,1,0,1,"Fast Forward

Every trip from NYC to Pitt includes a visit to Aiello's. And if we know anyone driving East, we request a transfer!

If you are in search of fancy ""gourmet"" pizza, go elsewhere.

At Aiello's, you order the pizza you specify - and it is absolutely perfect!",7/12/2013 23:08
294,SJu6Q9rnVL-8kYwCxB-jGg,Jo-vDQFQEJdfFHl3rxMKww,MlUS2LiVNaJBLdK5U565Kw,5,0,2,0,"So I was in dire need of assistance in moving and attempted to call the other ""highly rated"" movers only to be greeted by down right rude people. I'm sorry you're all booked but how the heck am I suppose to know that?! Any who i then found five star moving and I'm so blessed I did! From beginning to end these guys were on point. They were so professional and friendly it made the nightmare of moving a breeze. Love that they pick up the uhaul for you, all you have to do is be packed and ready to go. 
My upstairs  one bedroom was packed, moved in AND assembled in my new apartment in 2.5 hours! Everything was handled like it was their own and safely delivered! These guys busted their butt me in the heat, I kinda felt bad so I turned on the AC for them lol. If and when I move again, I'm def choosing this company again!!",6/28/2014 0:36
295,C394q09O5GmCgq3XBK0lhQ,AhjiFJ5ID9OG2DRG44MnpQ,Zzxumho-I7eJ-kXXfurK8w,5,0,0,0,"Gary, Matt and Chris are true professionals in every aspect.  Always on time, honest and dependable. I have used their services for a decade and recommend them to anyone with pest elimination needs including monthly maintenance . Recently Chris performed a termite elimination for us.  He was very knowledgeable and dedicated to exceeding our expectations and at a fraction of the cost competitors wanted to charge.  Fantastic company to do business while supporting a small family business.",11/6/2017 19:14
296,J6jCxIiOCcIXj-Rw-ezrQQ,9IdTkwrtENWe3PieyPIYnA,cJzv3fbd7jL2ZHyFosFkOw,5,1,1,1,"Best Chinese place I've been to in Phoenix. They have great service, incredibly generous proportions, and the food is to die for.",3/7/2016 0:14
297,3kGdlf0o2hV8ffbw22zViw,uUYvDYnPZFk-ocEQ7KqZgg,WYJd1IzEbJzgh0vWxxtZIg,5,0,0,0,"These guys always get the job done right. The got us in and out fast. They are friendly and professional. They offer a 1 month warranty on used tires. Honestly, one of the best llanteria's in Vegas!
Thank you guys!",3/27/2017 3:12
298,GRr9WanQUPrDvSHQjdQ9lw,ojOEOFpdQtWiVxE9ZNofGQ,xu2n-8rd9VmP0k7iu2kilQ,5,0,0,0,I used Luxe to install a three zone drip system. They provided me with a timely quotation and completed the work ahead of schedule without any additional charges. I would use them again and I will recommend them to my family and friends.,3/30/2016 22:54
299,nkjCCIQrlHOkUlojvMWVZQ,mWwoQZ9NnFNLXVpLqupUVg,iAu8s96GKQ73Xe7j_2GyCQ,5,3,0,2,"Great place to stop for the Badger game! A great Wisconsin friendly place in Vegas. I would come here again. 

Burger was big and juicy. Service was a bit slow, but there were a ton of Badger Alumni here for the game. The Alumni Association runs raffles and has stickers and tatoos, etc. 

Fun place. Filling food. Friendly service.",12/4/2016 2:50
300,GIbbh0Trik4LDA42n2JzmA,2Y2BDlljwa5Gj55u8Oj1RQ,BYtGiZr3dbxa2qAhg_3I4w,5,1,1,1,"Can't say anything bad about this place! Great food, fun gaming and they special order my beer! Yes we are regulars! Avocado egg rolls with jalapeño ranch and stuffed mushrooms are a couple of our favorite appetizers! Love the staff and and the ambiance! 
I super am excited for football season to start up again. Good give aways, drink and food specials are the best!!!",9/6/2016 1:20
303,vbKI5yf02LgL-M53lMqWLw,ITv82fJ1F-F4p-MU6C8M8A,T_YWS3Rp7-iu69VS5jcQPg,5,0,0,2,Tried this place out for the first time last Knight. Think I found my new favorite sushi spot! Pretty vibey atmosphere and really nice inside/out. Fresh fish and good selection. I got AYCE focused more on the menu items. They have a buffet line with a few choices such as fried rice and egg rolls. Sushi is what a came for . You can only get 1 order of oysters w/ayce (2pcs) dinner menu only. I would pop these like crazy! But you can buy them by the half or full dozen. Presentation overall is A+. A couple behind me got a sashimi platter that had some dried ice effect to it pretty cool! All in all I'll definitely be back again. Go Knights Go,9/25/2018 17:33
304,6r2UDwgveltdjpm63lAZgg,#NAME?,#NAME?,5,7,0,1,"I recently answered a job offer on Craigslist which stated ""In the chaos of unpacked boxes you orchestrate a home masterpiece!"" which I quickly answered and got.  Basically I curated this woman's art, sacred objects and artifacts collection and needless to say it was a very memorable week working in what you can imagine to be a very eclectic home.  When the job finished my client invited the crew and I to a celebration dinner which brought us to a restaurant in Inglewood on 9th avenue S.E. called Sugo Caffe Italia.

Just sitting outside Sugo I felt underdressed and so did my co-workers but our appetites and curiosity managed to find our way into the restaurant where our reservation of 6 was warmly greeted by the staff.  The decor in this restaurant is exquisite, simple and clean with accents of contemporary earthy art pieces on warm muted walls.  Jarred tomatoes and jams are illuminated upwards with mini lights shining brightly from beneath them and antique chandeliers hang above dripping with crystal raindrops and lined pearl beads.  There is no corner that has not been thought out decoration wise here and the table settings are complete with artisan ceramics and fine crystal glassware.

An average meal is between 20 to 40 dollars but once you savour the many dishes on a menu that changes every evening and the many cheese options that I couldn't pronounce you are completely titillated.  Every meal's presentation has been evoked with an artist's touch and the freshest ingredients are presented in front of you to tantalize your palate.  I was extremely impressed by an ample Scotch list, over 15 choices and the huge portions of deserts that were presented in the most elegant formations that look like one could almost wear them as head pieces.

I was so impressed by Sugo the first time that I took my partner there to have our own celebration dinner the very next evening.

Absolutely 5 stars without a question.",10/14/2009 2:33
306,aBWKb49Xfkv1946YN7_SIg,sSPbLBHcEMXaJfoO8zs1bA,poSV39UqEg-gpESXafS9-g,5,0,0,0,"Amazing food, drinks, service!

We started with what we thought would be a 30-40 minute wait for a table- what did we expect on a Friday night?  they send text notification when your table is available (love that!). Our table was made available much sooner than anticipated. The Bloody Mary was super delicious and came with several garnishes-including a nice snow crab leg!   Our server, Dawn, was personable, and while we could tell she was super busy, she made sure we were taken care of, and explained any expected delay!  The menu was AMAZING!  Nothing sounded bad!  I had the snow crab boil with added vegetables (1 pound!) and corn on the cob with the Trifecta sauce at level 3 heat. My companion, the Incredible Running God, was more adventurous and had the shrimp boil (complete with ""everything that shrimp was born with"" as our server put it-eyes, tail, legs) with the Trifecta sauce in level 4 heat-""Angry ghost"". Be prepared to sweat with level 4 spice!  The kiddo had the pepperoni flatbread which sounded like a horribly boring choice, but hey, what can I expect taking a moody tweenager who hates seafood to a crab shack!  The place was packed!  And for good reason!  It was our first trip there, but certainly won't be our last!",1/17/2016 5:33
310,o9fXwrBhxDaYZt_AY-assw,EiuyyJ6_sGxNsxU_L1X0pA,2JU7FRlnYgdRauYyFzHSLA,5,0,0,0,"This place is the best hole in the wall with delicious food. There chicken fingers with seasoned fries drizzled with the same sauce, are the bomb!! I've followed them since I was 15, when they were at Stop n Shop. People complain about the area and the ambiance. That's all part of the package, you know if you go down there to find them, that's how good they are. 28 years later, I now take my kids there to eat or order out to take to drive in this place is on point!",3/27/2017 1:15
311,WrzDdyaKyXDjkDOoOFllMg,vKqliPWXoZ2yO6VyJZvleg,vKKSF1_1JNnRMaoNPQb5Lw,5,0,0,0,Eric Max the bartender was incredible. He was very thoughtful and courteous. Made our night that much better by being quick with his drinks and highlighting our experience. Totally recommend sitting at the bar with him.,1/21/2018 4:41
312,1w-R2-XSg_LrMOmvHy-lyg,vde6gfSYmKdKT3jEuhC5EA,zO6Sx9HrkS_WTF6EB61-Pg,5,3,0,0,I come to DS Fitness Studio on Sundays and Mondays for their Cross Training classes and they are amazing! You want to step up your game in your fitness regimine and get a good booty kicking in an hour....then come to this class! Find your inner beast/beastette and come workout. You won't be sorry! If you are not ready for HIIT training....they have Zumba there as well. Stop by and check it out!,8/24/2014 20:19
313,KMuR65Y_T_kdQ7xvgfG2Vw,7AKiBumJ4c5o7Z5ipM6Pjg,Ki8seQY5mtXc36xjoMfeDA,5,0,0,0,Probably one of my favorite pizza places. Food is always good and the brick oven is a nice touch you don't see everywhere.,7/26/2018 15:05
316,iua9qOmDKuhtMMWePtZ4Gg,Rc5x6wqDTC1x-jn-8TSkLg,oUX2bYbqjqST-urKbOHG6w,5,0,0,0,"A cafe with a very chill and relaxed ambience. The menu has a good variety, and out of the six drinks we tried, we weren't disappointed. We tried a mango smoothie, banana frozen latti, matcha latti, caramel latti, and from their signature teas: Emerald and Scarlett. We also tried the raindrop dessert and it's unique and something to definitely try, but maybe only once. The prices are very reasonable and I'm excited to try more! Oh, and the staff is very nice!",8/3/2016 22:53
321,opg5-BDGIT7ovgU6nib4jg,SRLUbD3FwG2w40IB9RlNNQ,Ra5fI9BEAuWWaLJSfkiCiQ,5,0,0,0,Amazing food! You wouldn't think it was the nice just by looking at the outside but the inside decor is wonderful. The Venison was perfectly cooked and the sauces were incredible it comes with the House rice which was also great. The Veal Marsala was a little too saucey for my taste but still really good. The dessert options are also great. Overall amazing place !,1/21/2018 14:38
322,WbLs2xPqkCCymrhY2cKalA,Ta5_SSg-ZWqn58W3P0uKnA,SZEFE5hL7aN5nM-A44iPwQ,5,1,0,0,"I had to find an anniversary dinner which had amazing food with equally amazing views.  I was a little skeptical of Prime because I've been to the other restaurants on the Bellagio waters, and they were nothing to write home about.  

We were seated outside, overlooking the fountains.  The dry-aged ribeye was a party.  My wife and I were trying to figure out what made each bite so good, but at the end, we came to the conclusion that it was just damn good.  I've had Mortons, Flemings, etc. and this steak ranks higher than those places.  

The wife ordered the Chilean seabass, and it was just alright.   The fish was flakey, but there was not much taste.  

I'm comfortable giving this place a 5, even with the mediocre fish, because our dining experience was everything we hoped for.",7/14/2016 18:51
